nohup: ignoring input
==== Stage 1: forget_inc={0,8,11,40,51}; forget_seen={}; all={0,8,11,40,51,66,67,88,94,57} ====
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
Namespace(in_dataset='CIFAR-100', out_datasets=['inat', 'sun50', 'places50', 'dtd'], backbone='resnet34', method='top5-palm-cache6-ema0.999', seed=1, gpu='0', epochs=50, batch_size=128, lr=0.001, weight_decay=0.0001, print_every=50, fine_tune=False, temp=0.08, cosine=True, warm=False, lr_decay_epochs='700,800,900', lr_decay_rate=0.1, layers=100, depth=40, width=4, growth=12, droprate=0.0, save_path='CIFAR-10-ResNet18.pt', load_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt', reduce=0.5, score='mahalanobis', threshold=1.0, k=5, momentum=0.9, proto_m=0.999, cache_size=6, nviews=2, lambda_pcon=1.0, epsilon=0.05, incremental=False, use_lora=True, lora_impl='peft', lora_r=8, lora_alpha=32, lora_dropout=0.05, lora_target='both', adapter_save_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1', adapter_load_path=None, adapter_load_paths=None, lora_new_adapter_name='train_s1', lora_stack=True, lora_orth_enable=False, lora_orth_lambda=0.1, forget_classes='0,8,11,40,51,66,67,88,94,57', forget_list_path=None, forget_classes_inc='0,8,11,40,51', forget_classes_seen=None, forget_lambda=0.2, forget_margin=100.0, forget_strategy='proto', centers_path=None, precision_path=None, batch_forget_mode='balanced', forget_proto_enable=False, forget_attr_w=1.0, forget_proto_rep_w=1.0, forget_avgproto_enable=True, forget_avgproto_w=1.0, umap_enable=False, umap_by='domain', umap_max_points=20000, umap_neighbors=15, umap_min_dist=0.05, umap_metric='cosine', umap_save_path=None, umap_rf_only=False, keep_cache=False, argument=True)
Files already downloaded and verified
ckpt loaded from checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt
[peft] added trainable adapter 'train_s1'
[peft] set_adapter(list) failed: unhashable type: 'list'; fallback to last adapter
[peft] active adapter set to: train_s1
resnet34-top5-palm-cache6-ema0.999: Number of model parameters: 22082496
[debug] trainable_count = 16
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_B.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_A.train_s1.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_B.train_s1.weight
[debug] trainable: base_model.model.head.2.lora_A.train_s1.weight
[debug] trainable: base_model.model.head.2.lora_B.train_s1.weight
[debug][warn] non-LoRA trainables detected: ['base_model.model.encoder.layer4.0.conv1.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.conv1.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.0.conv2.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.conv2.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.1.conv1.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.1.conv1.lora_B.train_s1.weight', 'base_model.model.encoder.layer4.1.conv2.lora_A.train_s1.weight', 'base_model.model.encoder.layer4.1.conv2.lora_B.train_s1.weight']
[loss] ep 2 it 320 total=7.0214 mle=1.8704 pcon=5.2118 forget=1.5085 favg=-1.5693 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 2 it 370 total=7.6703 mle=2.7146 pcon=5.2078 forget=1.5369 favg=-1.7891 nr=29 nf=29 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 3 it 30 total=6.8650 mle=1.9169 pcon=5.2038 forget=1.5783 favg=-1.8340 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 3 it 80 total=7.0405 mle=2.1739 pcon=5.2000 forget=1.6149 favg=-1.9482 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 3 it 130 total=6.6181 mle=1.7593 pcon=5.1958 forget=1.5750 favg=-1.9121 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 3 it 180 total=6.6710 mle=1.7969 pcon=5.1920 forget=1.6177 favg=-1.9355 nr=41 nf=41 protos=570 fproto_sim=NA
[loss] ep 3 it 230 total=6.6651 mle=1.8362 pcon=5.1882 forget=1.6095 favg=-1.9688 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 3 it 280 total=6.6517 mle=1.8416 pcon=5.1846 forget=1.6177 favg=-1.9922 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 3 it 330 total=6.8400 mle=2.0205 pcon=5.1808 forget=1.6523 favg=-2.0137 nr=25 nf=25 protos=570 fproto_sim=NA
[loss] ep 3 it 380 total=6.5070 mle=1.6884 pcon=5.1770 forget=1.6728 favg=-2.0312 nr=29 nf=29 protos=570 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-stack/stage1
[loss] ep 4 it 40 total=6.6725 mle=1.6885 pcon=5.1736 forget=1.6669 favg=-1.8564 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 4 it 90 total=6.7675 mle=1.6669 pcon=5.1702 forget=1.6981 favg=-1.7676 nr=41 nf=41 protos=570 fproto_sim=NA
[loss] ep 4 it 140 total=7.4930 mle=2.1383 pcon=5.1667 forget=1.7573 favg=-1.5693 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 4 it 190 total=8.7579 mle=2.6564 pcon=5.1632 forget=1.7782 favg=-0.8398 nr=25 nf=25 protos=570 fproto_sim=NA
[loss] ep 4 it 240 total=9.6676 mle=1.9579 pcon=5.1596 forget=1.7888 favg=0.7612 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 4 it 290 total=10.8469 mle=2.1987 pcon=5.1563 forget=1.7858 favg=1.7061 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 4 it 340 total=10.4444 mle=1.7459 pcon=5.1531 forget=1.7329 favg=1.8125 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 5 it 0 total=10.8728 mle=2.2292 pcon=5.1500 forget=1.6557 favg=1.8379 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 5 it 50 total=9.9559 mle=1.7570 pcon=5.1468 forget=1.5228 favg=1.5293 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 5 it 100 total=9.6002 mle=1.8937 pcon=5.1442 forget=1.5018 favg=1.0605 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 5 it 150 total=9.2701 mle=2.0429 pcon=5.1414 forget=1.4383 favg=0.6475 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 5 it 200 total=9.1477 mle=2.1220 pcon=5.1389 forget=1.4988 favg=0.3879 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 5 it 250 total=8.4884 mle=1.8148 pcon=5.1367 forget=1.5199 favg=0.0170 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 5 it 300 total=8.2167 mle=1.7555 pcon=5.1342 forget=1.4065 favg=-0.0795 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 5 it 350 total=8.2536 mle=1.9110 pcon=5.1318 forget=1.4240 favg=-0.2131 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 6 it 10 total=8.8666 mle=1.9810 pcon=5.1297 forget=1.4524 favg=0.3035 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 6 it 60 total=8.5356 mle=1.8626 pcon=5.1274 forget=1.4337 favg=0.1120 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 6 it 110 total=7.8860 mle=1.7124 pcon=5.1250 forget=1.4541 favg=-0.4055 nr=40 nf=40 protos=570 fproto_sim=NA
[loss] ep 6 it 160 total=7.7176 mle=2.0021 pcon=5.1226 forget=1.4572 favg=-0.8643 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 6 it 210 total=7.8514 mle=2.5582 pcon=5.1198 forget=1.5044 favg=-1.3311 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 6 it 260 total=7.2540 mle=1.9333 pcon=5.1172 forget=1.5228 favg=-1.3193 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 6 it 310 total=7.7582 mle=1.9255 pcon=5.1145 forget=1.5869 favg=-0.8687 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 6 it 360 total=7.9369 mle=1.5196 pcon=5.1118 forget=1.5809 favg=-0.2754 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 7 it 20 total=8.5841 mle=1.6971 pcon=5.1092 forget=1.5511 favg=0.2268 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 7 it 70 total=8.9844 mle=1.9134 pcon=5.1066 forget=1.4570 favg=0.5073 nr=38 nf=38 protos=570 fproto_sim=NA
[loss] ep 7 it 120 total=9.1719 mle=1.8512 pcon=5.1042 forget=1.4328 favg=0.7837 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 7 it 170 total=9.9516 mle=2.3515 pcon=5.1017 forget=1.4163 favg=1.0820 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 7 it 220 total=9.5421 mle=1.7934 pcon=5.0998 forget=1.4244 favg=1.2246 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 7 it 270 total=9.5668 mle=1.8165 pcon=5.0977 forget=1.4603 favg=1.1924 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 7 it 320 total=8.9465 mle=1.4125 pcon=5.0956 forget=1.4258 favg=1.0127 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 7 it 370 total=8.5356 mle=1.8061 pcon=5.0932 forget=1.3954 favg=0.2408 nr=27 nf=27 protos=570 fproto_sim=NA
 18%|█▊        | 9/50 [08:26<37:24, 54.74s/it] 20%|██        | 10/50 [09:21<36:42, 55.07s/it] 22%|██▏       | 11/50 [10:05<33:35, 51.69s/it] 24%|██▍       | 12/50 [10:48<30:56, 48.87s/it] 26%|██▌       | 13/50 [11:26<28:10, 45.70s/it] 28%|██▊       | 14/50 [12:06<26:17, 43.81s/it] 30%|███       | 15/50 [12:39<23:44, 40.70s/it] 32%|███▏      | 16/50 [13:10<21:24, 37.77s/it][loss] ep 8 it 30 total=8.0088 mle=1.7404 pcon=5.0912 forget=1.4070 favg=-0.2299 nr=36 nf=36 protos=570 fproto_sim=NA
[loss] ep 8 it 80 total=7.5440 mle=1.7929 pcon=5.0892 forget=1.4324 favg=-0.7705 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 8 it 130 total=8.6089 mle=1.8550 pcon=5.0875 forget=1.4142 favg=0.2522 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 8 it 180 total=9.2540 mle=1.8774 pcon=5.0859 forget=1.4168 favg=0.8740 nr=37 nf=37 protos=570 fproto_sim=NA
[loss] ep 8 it 230 total=8.8964 mle=1.9255 pcon=5.0843 forget=1.4213 favg=0.4653 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 8 it 280 total=8.3002 mle=1.8941 pcon=5.0826 forget=1.3853 favg=-0.0617 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 8 it 330 total=7.5821 mle=1.9281 pcon=5.0805 forget=1.4393 favg=-0.8657 nr=23 nf=23 protos=570 fproto_sim=NA
[loss] ep 8 it 380 total=6.6236 mle=1.4785 pcon=5.0785 forget=1.3987 favg=-1.3320 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 9 it 40 total=7.0990 mle=1.8342 pcon=5.0762 forget=1.4044 favg=-1.2158 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 9 it 90 total=8.1978 mle=1.9743 pcon=5.0743 forget=1.4115 favg=-0.2622 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 9 it 140 total=9.0866 mle=1.6843 pcon=5.0722 forget=1.4404 favg=0.8896 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 9 it 190 total=9.5101 mle=1.8700 pcon=5.0698 forget=1.4140 favg=1.1562 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 9 it 240 total=9.1781 mle=1.7642 pcon=5.0678 forget=1.4253 favg=0.9209 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 9 it 290 total=8.9467 mle=1.8737 pcon=5.0657 forget=1.4301 favg=0.5771 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 9 it 340 total=8.1677 mle=1.6123 pcon=5.0636 forget=1.3915 favg=0.1003 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 10 it 0 total=7.8074 mle=1.7893 pcon=5.0618 forget=1.3802 favg=-0.4238 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 10 it 50 total=7.1012 mle=1.6569 pcon=5.0600 forget=1.3541 favg=-0.9697 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 10 it 100 total=6.6368 mle=1.7282 pcon=5.0578 forget=1.3646 favg=-1.5137 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 10 it 150 total=6.9421 mle=2.1180 pcon=5.0557 forget=1.3641 favg=-1.5957 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 10 it 200 total=8.3660 mle=2.0676 pcon=5.0537 forget=1.4226 favg=-0.1779 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 10 it 250 total=10.0223 mle=2.0532 pcon=5.0518 forget=1.4895 favg=1.4277 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 10 it 300 total=9.8112 mle=1.9177 pcon=5.0494 forget=1.4954 favg=1.3486 nr=39 nf=39 protos=570 fproto_sim=NA
[loss] ep 10 it 350 total=9.0331 mle=1.6806 pcon=5.0469 forget=1.4766 favg=0.8291 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 11 it 10 total=8.7706 mle=2.0823 pcon=5.0449 forget=1.4572 favg=0.1863 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 11 it 60 total=8.2481 mle=2.2494 pcon=5.0425 forget=1.3911 favg=-0.4348 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 11 it 110 total=7.4702 mle=2.0312 pcon=5.0402 forget=1.3724 favg=-0.9736 nr=28 nf=28 protos=570 fproto_sim=NA
[loss] ep 11 it 160 total=7.3608 mle=1.9206 pcon=5.0381 forget=1.4006 favg=-0.9985 nr=27 nf=27 protos=570 fproto_sim=NA
[loss] ep 11 it 210 total=8.3384 mle=1.8499 pcon=5.0359 forget=1.4094 favg=0.0433 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 11 it 260 total=9.2196 mle=1.4965 pcon=5.0338 forget=1.4100 favg=1.2793 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 11 it 310 total=9.3768 mle=1.5633 pcon=5.0317 forget=1.3815 favg=1.4004 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 11 it 360 total=8.9073 mle=1.6127 pcon=5.0294 forget=1.3799 favg=0.8853 nr=30 nf=30 protos=570 fproto_sim=NA
[loss] ep 12 it 20 total=8.1570 mle=1.8847 pcon=5.0267 forget=1.3915 favg=-0.1460 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 12 it 70 total=7.2167 mle=1.7105 pcon=5.0241 forget=1.3649 favg=-0.8828 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 12 it 120 total=7.2505 mle=1.7886 pcon=5.0215 forget=1.3599 favg=-0.9194 nr=31 nf=31 protos=570 fproto_sim=NA
[loss] ep 12 it 170 total=7.4534 mle=1.7377 pcon=5.0189 forget=1.3775 favg=-0.6807 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 12 it 220 total=7.9432 mle=1.6770 pcon=5.0160 forget=1.3748 favg=-0.1245 nr=34 nf=34 protos=570 fproto_sim=NA
[loss] ep 12 it 270 total=8.0923 mle=1.5787 pcon=5.0132 forget=1.4084 favg=0.0919 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 12 it 320 total=8.3591 mle=1.9282 pcon=5.0107 forget=1.3680 favg=0.0522 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 12 it 370 total=7.9591 mle=1.7389 pcon=5.0080 forget=1.3707 favg=-0.1584 nr=33 nf=33 protos=570 fproto_sim=NA
[loss] ep 13 it 30 total=7.9979 mle=1.6023 pcon=5.0055 forget=1.3749 favg=0.0153 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 13 it 80 total=8.5767 mle=1.5971 pcon=5.0030 forget=1.4166 favg=0.5601 nr=26 nf=26 protos=570 fproto_sim=NA
[loss] ep 13 it 130 total=9.0379 mle=1.8054 pcon=5.0005 forget=1.3852 favg=0.8467 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 13 it 180 total=8.9228 mle=1.6166 pcon=4.9982 forget=1.3930 favg=0.9150 nr=29 nf=29 protos=570 fproto_sim=NA
[loss] ep 13 it 230 total=8.5980 mle=1.5639 pcon=4.9954 forget=1.3912 favg=0.6475 nr=35 nf=35 protos=570 fproto_sim=NA
[loss] ep 13 it 280 total=8.3717 mle=1.9913 pcon=4.9929 forget=1.3971 favg=-0.0096 nr=32 nf=32 protos=570 fproto_sim=NA
[loss] ep 13 it 330 total=7.5031 mle=1.6533 pcon=4.9900 forget=1.3808 favg=-0.5210 nr=33 nf=33 protos=570 fproto_sim=NA
