nohup: ignoring input
/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: '/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/image.so: undefined symbol: _ZN3c1017RegisterOperatorsD1Ev'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn(
/home/shaokun/PALM/main.py:52: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()
Namespace(in_dataset='CIFAR-100', out_datasets=['inat', 'sun50', 'places50', 'dtd'], backbone='resnet34', method='top5-palm-cache6-ema0.999', seed=1, gpu='0', epochs=100, batch_size=128, lr=0.001, weight_decay=0.0001, print_every=50, fine_tune=False, temp=0.1, cosine=True, warm=False, lr_decay_epochs='700,800,900', lr_decay_rate=0.1, layers=100, depth=40, width=4, growth=12, droprate=0.0, save_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-upper-retain.pt', load_path=None, reduce=0.5, score='mahalanobis', threshold=1.0, k=5, momentum=0.9, proto_m=0.999, cache_size=6, nviews=2, lambda_pcon=1.0, epsilon=0.05, incremental=False, use_lora=False, lora_impl='native', lora_r=8, lora_alpha=32, lora_dropout=0.05, lora_target='head', adapter_save_path=None, adapter_load_path=None, forget_classes='0,1,2,3,4,5,6,7,8,9', forget_list_path=None, forget_center_set='retain', forget_lambda=0.1, forget_margin=100.0, centers_path=None, precision_path=None, batch_forget_mode='retain_only', argument=True)
Files already downloaded and verified
resnet34-top5-palm-cache6-ema0.999: Number of model parameters: 21605312
[debug] trainable_count = 112
[debug] trainable: encoder.conv1.weight
[debug] trainable: encoder.bn1.weight
[debug] trainable: encoder.bn1.bias
[debug] trainable: encoder.layer1.0.conv1.weight
[debug] trainable: encoder.layer1.0.bn1.weight
[debug] trainable: encoder.layer1.0.bn1.bias
[debug] trainable: encoder.layer1.0.conv2.weight
[debug] trainable: encoder.layer1.0.bn2.weight
[debug] trainable: encoder.layer1.0.bn2.bias
[debug] trainable: encoder.layer1.1.conv1.weight
[debug] trainable: encoder.layer1.1.bn1.weight
[debug] trainable: encoder.layer1.1.bn1.bias
[debug] trainable: encoder.layer1.1.conv2.weight
[debug] trainable: encoder.layer1.1.bn2.weight
[debug] trainable: encoder.layer1.1.bn2.bias
[debug] trainable: encoder.layer1.2.conv1.weight
[debug] trainable: encoder.layer1.2.bn1.weight
[debug] trainable: encoder.layer1.2.bn1.bias
[debug] trainable: encoder.layer1.2.conv2.weight
[debug] trainable: encoder.layer1.2.bn2.weight
[debug] trainable: encoder.layer1.2.bn2.bias
[debug] trainable: encoder.layer2.0.conv1.weight
[debug] trainable: encoder.layer2.0.bn1.weight
[debug] trainable: encoder.layer2.0.bn1.bias
[debug] trainable: encoder.layer2.0.conv2.weight
[debug] trainable: encoder.layer2.0.bn2.weight
[debug] trainable: encoder.layer2.0.bn2.bias
[debug] trainable: encoder.layer2.0.shortcut.0.weight
[debug] trainable: encoder.layer2.0.shortcut.1.weight
[debug] trainable: encoder.layer2.0.shortcut.1.bias
[debug] trainable: encoder.layer2.1.conv1.weight
[debug] trainable: encoder.layer2.1.bn1.weight
[debug] trainable: encoder.layer2.1.bn1.bias
[debug] trainable: encoder.layer2.1.conv2.weight
[debug] trainable: encoder.layer2.1.bn2.weight
[debug] trainable: encoder.layer2.1.bn2.bias
[debug] trainable: encoder.layer2.2.conv1.weight
[debug] trainable: encoder.layer2.2.bn1.weight
[debug] trainable: encoder.layer2.2.bn1.bias
[debug] trainable: encoder.layer2.2.conv2.weight
[debug] trainable: encoder.layer2.2.bn2.weight
[debug] trainable: encoder.layer2.2.bn2.bias
[debug] trainable: encoder.layer2.3.conv1.weight
[debug] trainable: encoder.layer2.3.bn1.weight
[debug] trainable: encoder.layer2.3.bn1.bias
[debug] trainable: encoder.layer2.3.conv2.weight
[debug] trainable: encoder.layer2.3.bn2.weight
[debug] trainable: encoder.layer2.3.bn2.bias
[debug] trainable: encoder.layer3.0.conv1.weight
[debug] trainable: encoder.layer3.0.bn1.weight
[debug][warn] non-LoRA trainables detected: ['encoder.conv1.weight', 'encoder.bn1.weight', 'encoder.bn1.bias', 'encoder.layer1.0.conv1.weight', 'encoder.layer1.0.bn1.weight', 'encoder.layer1.0.bn1.bias', 'encoder.layer1.0.conv2.weight', 'encoder.layer1.0.bn2.weight', 'encoder.layer1.0.bn2.bias', 'encoder.layer1.1.conv1.weight']
[loss] ep 3 it 127 total=12.0605 mle=5.7125 pcon=6.3480 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 3 it 177 total=12.0205 mle=5.6749 pcon=6.3456 forget=0.0000 nr=121 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 3 it 227 total=12.0047 mle=5.6617 pcon=6.3430 forget=0.0000 nr=113 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 3 it 277 total=11.9866 mle=5.6463 pcon=6.3403 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 3 it 327 total=11.9320 mle=5.5944 pcon=6.3375 forget=0.0000 nr=112 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 3 it 377 total=11.8980 mle=5.5636 pcon=6.3344 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 4 it 36 total=11.8752 mle=5.5438 pcon=6.3314 forget=0.0000 nr=111 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 4 it 86 total=11.8803 mle=5.5520 pcon=6.3283 forget=0.0000 nr=118 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 4 it 136 total=11.8160 mle=5.4908 pcon=6.3253 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 4 it 186 total=11.8009 mle=5.4790 pcon=6.3219 forget=0.0000 nr=114 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 4 it 236 total=11.8156 mle=5.4971 pcon=6.3185 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 4 it 286 total=11.7696 mle=5.4545 pcon=6.3151 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 4 it 336 total=11.7529 mle=5.4412 pcon=6.3117 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 4 it 386 total=11.6807 mle=5.3726 pcon=6.3081 forget=0.0000 nr=114 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 5 it 45 total=11.7185 mle=5.4138 pcon=6.3048 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 5 it 95 total=11.7951 mle=5.4938 pcon=6.3013 forget=0.0000 nr=112 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 5 it 145 total=11.6988 mle=5.4011 pcon=6.2977 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 5 it 195 total=11.6726 mle=5.3786 pcon=6.2940 forget=0.0000 nr=123 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 5 it 245 total=11.7198 mle=5.4294 pcon=6.2904 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 5 it 295 total=11.6978 mle=5.4111 pcon=6.2867 forget=0.0000 nr=110 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 5 it 345 total=11.6000 mle=5.3169 pcon=6.2831 forget=0.0000 nr=113 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 6 it 4 total=11.6261 mle=5.3468 pcon=6.2793 forget=0.0000 nr=114 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 6 it 54 total=11.5833 mle=5.3078 pcon=6.2755 forget=0.0000 nr=114 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 6 it 104 total=11.5672 mle=5.2957 pcon=6.2715 forget=0.0000 nr=111 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 6 it 154 total=11.4602 mle=5.1924 pcon=6.2678 forget=0.0000 nr=118 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 6 it 204 total=11.5823 mle=5.3182 pcon=6.2641 forget=0.0000 nr=111 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 6 it 254 total=11.5552 mle=5.2945 pcon=6.2606 forget=0.0000 nr=116 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 6 it 304 total=11.4654 mle=5.2086 pcon=6.2568 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 6 it 354 total=11.5196 mle=5.2665 pcon=6.2531 forget=0.0000 nr=118 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 7 it 13 total=11.4398 mle=5.1904 pcon=6.2494 forget=0.0000 nr=107 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 7 it 63 total=11.3983 mle=5.1529 pcon=6.2454 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 7 it 113 total=11.3784 mle=5.1368 pcon=6.2416 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 7 it 163 total=11.4322 mle=5.1942 pcon=6.2380 forget=0.0000 nr=109 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 7 it 213 total=11.4314 mle=5.1971 pcon=6.2343 forget=0.0000 nr=120 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 7 it 263 total=11.3938 mle=5.1635 pcon=6.2303 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 7 it 313 total=11.3582 mle=5.1318 pcon=6.2264 forget=0.0000 nr=112 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 7 it 363 total=11.5319 mle=5.3089 pcon=6.2230 forget=0.0000 nr=118 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 8 it 22 total=11.3403 mle=5.1210 pcon=6.2193 forget=0.0000 nr=113 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 8 it 72 total=11.3789 mle=5.1634 pcon=6.2155 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 8 it 122 total=11.3551 mle=5.1430 pcon=6.2121 forget=0.0000 nr=113 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 8 it 172 total=11.3128 mle=5.1044 pcon=6.2083 forget=0.0000 nr=114 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 8 it 222 total=11.2833 mle=5.0785 pcon=6.2047 forget=0.0000 nr=120 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 8 it 272 total=11.3343 mle=5.1331 pcon=6.2012 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 8 it 322 total=11.1501 mle=4.9519 pcon=6.1982 forget=0.0000 nr=114 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 8 it 372 total=11.3558 mle=5.1615 pcon=6.1943 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
 10%|█         | 10/100 [09:28<55:47, 37.20s/it]  11%|█         | 11/100 [09:58<51:54, 35.00s/it] 12%|█▏        | 12/100 [10:16<43:53, 29.93s/it] 13%|█▎        | 13/100 [10:47<43:44, 30.16s/it] 14%|█▍        | 14/100 [11:06<38:34, 26.92s/it] 15%|█▌        | 15/100 [11:25<34:30, 24.36s/it] 16%|█▌        | 16/100 [11:43<31:33, 22.55s/it] 17%|█▋        | 17/100 [12:02<29:31, 21.35s/it] 18%|█▊        | 18/100 [12:20<27:57, 20.46s/it][loss] ep 9 it 31 total=11.3969 mle=5.2059 pcon=6.1910 forget=0.0000 nr=116 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 9 it 81 total=11.4761 mle=5.2885 pcon=6.1877 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 9 it 131 total=11.3205 mle=5.1364 pcon=6.1841 forget=0.0000 nr=107 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 9 it 181 total=11.2942 mle=5.1136 pcon=6.1806 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 9 it 231 total=11.1955 mle=5.0181 pcon=6.1774 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 9 it 281 total=11.2881 mle=5.1140 pcon=6.1741 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 9 it 331 total=11.2536 mle=5.0825 pcon=6.1711 forget=0.0000 nr=109 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 9 it 381 total=11.1853 mle=5.0172 pcon=6.1681 forget=0.0000 nr=120 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 40 total=11.2418 mle=5.0766 pcon=6.1652 forget=0.0000 nr=116 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 90 total=11.2055 mle=5.0434 pcon=6.1621 forget=0.0000 nr=122 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 140 total=11.1951 mle=5.0362 pcon=6.1589 forget=0.0000 nr=113 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 190 total=11.1376 mle=4.9819 pcon=6.1557 forget=0.0000 nr=111 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 240 total=11.1718 mle=5.0191 pcon=6.1527 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 290 total=11.1388 mle=4.9892 pcon=6.1496 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 340 total=11.2256 mle=5.0791 pcon=6.1465 forget=0.0000 nr=110 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 390 total=11.2993 mle=5.1557 pcon=6.1436 forget=0.0000 nr=69 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 11 it 49 total=11.1449 mle=5.0039 pcon=6.1410 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 11 it 99 total=11.2326 mle=5.0944 pcon=6.1382 forget=0.0000 nr=118 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 11 it 149 total=10.8858 mle=4.7504 pcon=6.1354 forget=0.0000 nr=109 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 11 it 199 total=11.1351 mle=5.0025 pcon=6.1326 forget=0.0000 nr=112 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 11 it 249 total=11.2412 mle=5.1113 pcon=6.1299 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 11 it 299 total=11.0024 mle=4.8753 pcon=6.1271 forget=0.0000 nr=110 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 11 it 349 total=10.9392 mle=4.8145 pcon=6.1247 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 12 it 8 total=11.0527 mle=4.9307 pcon=6.1220 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 12 it 58 total=10.9733 mle=4.8539 pcon=6.1193 forget=0.0000 nr=114 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 12 it 108 total=11.0456 mle=4.9292 pcon=6.1164 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 12 it 158 total=11.1351 mle=5.0215 pcon=6.1136 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 12 it 208 total=10.9993 mle=4.8881 pcon=6.1112 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 12 it 258 total=11.0631 mle=4.9545 pcon=6.1085 forget=0.0000 nr=110 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 12 it 308 total=10.9767 mle=4.8709 pcon=6.1057 forget=0.0000 nr=111 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 12 it 358 total=11.1914 mle=5.0879 pcon=6.1036 forget=0.0000 nr=111 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 17 total=11.2167 mle=5.1157 pcon=6.1011 forget=0.0000 nr=112 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 67 total=11.2066 mle=5.1079 pcon=6.0987 forget=0.0000 nr=108 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 117 total=10.9450 mle=4.8491 pcon=6.0959 forget=0.0000 nr=113 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 167 total=10.9633 mle=4.8696 pcon=6.0937 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 217 total=11.0606 mle=4.9697 pcon=6.0909 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 267 total=11.0513 mle=4.9635 pcon=6.0878 forget=0.0000 nr=116 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 317 total=11.0131 mle=4.9276 pcon=6.0855 forget=0.0000 nr=120 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 367 total=10.9087 mle=4.8259 pcon=6.0827 forget=0.0000 nr=117 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 26 total=10.9401 mle=4.8596 pcon=6.0805 forget=0.0000 nr=119 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 76 total=10.9889 mle=4.9109 pcon=6.0780 forget=0.0000 nr=116 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 126 total=11.0393 mle=4.9638 pcon=6.0756 forget=0.0000 nr=120 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 176 total=11.0497 mle=4.9767 pcon=6.0730 forget=0.0000 nr=118 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 226 total=10.9280 mle=4.8575 pcon=6.0705 forget=0.0000 nr=111 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 276 total=11.0690 mle=5.0010 pcon=6.0680 forget=0.0000 nr=112 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 326 total=10.9568 mle=4.8911 pcon=6.0656 forget=0.0000 nr=112 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 376 total=10.9552 mle=4.8919 pcon=6.0633 forget=0.0000 nr=118 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 15 it 35 total=10.9519 mle=4.8908 pcon=6.0611 forget=0.0000 nr=115 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 15 it 85 total=10.9469 mle=4.8882 pcon=6.0587 forget=0.0000 nr=113 nf=0 centers=None P=None dmin_norm=NA
