nohup: ignoring input
/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: '/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/image.so: undefined symbol: _ZN3c1017RegisterOperatorsD1Ev'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn(
/home/shaokun/PALM/main.py:52: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()
Namespace(in_dataset='CIFAR-100', out_datasets=['inat', 'sun50', 'places50', 'dtd'], backbone='resnet34', method='top5-palm-cache6-ema0.999', seed=1, gpu='0', epochs=500, batch_size=512, lr=0.5, weight_decay=1e-06, print_every=50, fine_tune=False, temp=0.1, cosine=True, warm=True, lr_decay_epochs='700,800,900', lr_decay_rate=0.1, layers=100, depth=40, width=4, growth=12, droprate=0.0, save_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-upper-retain.pt', load_path=None, reduce=0.5, score='mahalanobis', threshold=1.0, k=5, momentum=0.9, proto_m=0.999, cache_size=6, nviews=2, lambda_pcon=1.0, epsilon=0.05, incremental=False, use_lora=False, lora_impl='native', lora_r=8, lora_alpha=32, lora_dropout=0.05, lora_target='head', adapter_save_path=None, adapter_load_path=None, forget_classes='0,1,2,3,4,5,6,7,8,9', forget_list_path=None, forget_center_set='retain', forget_lambda=0.1, forget_margin=100.0, centers_path=None, precision_path=None, batch_forget_mode='retain_only', umap_enable=False, umap_by='domain', umap_max_points=20000, umap_neighbors=15, umap_min_dist=0.05, umap_metric='cosine', umap_save_path=None, umap_rf_only=False, keep_cache=False, argument=True, warmup_from=0.01, warm_epochs=10, warmup_to=0.4995071754249608)
Files already downloaded and verified
resnet34-top5-palm-cache6-ema0.999: Number of model parameters: 21605312
[debug] trainable_count = 112
[debug] trainable: encoder.conv1.weight
[debug] trainable: encoder.bn1.weight
[debug] trainable: encoder.bn1.bias
[debug] trainable: encoder.layer1.0.conv1.weight
[debug] trainable: encoder.layer1.0.bn1.weight
[debug] trainable: encoder.layer1.0.bn1.bias
[debug] trainable: encoder.layer1.0.conv2.weight
[debug] trainable: encoder.layer1.0.bn2.weight
[debug] trainable: encoder.layer1.0.bn2.bias
[debug] trainable: encoder.layer1.1.conv1.weight
[debug] trainable: encoder.layer1.1.bn1.weight
[debug] trainable: encoder.layer1.1.bn1.bias
[debug] trainable: encoder.layer1.1.conv2.weight
[debug] trainable: encoder.layer1.1.bn2.weight
[debug] trainable: encoder.layer1.1.bn2.bias
[debug] trainable: encoder.layer1.2.conv1.weight
[debug] trainable: encoder.layer1.2.bn1.weight
[debug] trainable: encoder.layer1.2.bn1.bias
[debug] trainable: encoder.layer1.2.conv2.weight
[debug] trainable: encoder.layer1.2.bn2.weight
[debug] trainable: encoder.layer1.2.bn2.bias
[debug] trainable: encoder.layer2.0.conv1.weight
[debug] trainable: encoder.layer2.0.bn1.weight
[debug] trainable: encoder.layer2.0.bn1.bias
[debug] trainable: encoder.layer2.0.conv2.weight
[debug] trainable: encoder.layer2.0.bn2.weight
[debug] trainable: encoder.layer2.0.bn2.bias
[debug] trainable: encoder.layer2.0.shortcut.0.weight
[debug] trainable: encoder.layer2.0.shortcut.1.weight
[debug] trainable: encoder.layer2.0.shortcut.1.bias
[debug] trainable: encoder.layer2.1.conv1.weight
[debug] trainable: encoder.layer2.1.bn1.weight
[debug] trainable: encoder.layer2.1.bn1.bias
[debug] trainable: encoder.layer2.1.conv2.weight
[debug] trainable: encoder.layer2.1.bn2.weight
[debug] trainable: encoder.layer2.1.bn2.bias
[debug] trainable: encoder.layer2.2.conv1.weight
[debug] trainable: encoder.layer2.2.bn1.weight
[debug] trainable: encoder.layer2.2.bn1.bias
[debug] trainable: encoder.layer2.2.conv2.weight
[debug] trainable: encoder.layer2.2.bn2.weight
[debug] trainable: encoder.layer2.2.bn2.bias
[debug] trainable: encoder.layer2.3.conv1.weight
[debug] trainable: encoder.layer2.3.bn1.weight
[debug] trainable: encoder.layer2.3.bn1.bias
[debug] trainable: encoder.layer2.3.conv2.weight
[debug] trainable: encoder.layer2.3.bn2.weight
[debug] trainable: encoder.layer2.3.bn2.bias
[debug] trainable: encoder.layer3.0.conv1.weight
[debug] trainable: encoder.layer3.0.bn1.weight
[debug][warn] non-LoRA trainables detected: ['encoder.conv1.weight', 'encoder.bn1.weight', 'encoder.bn1.bias', 'encoder.layer1.0.conv1.weight', 'encoder.layer1.0.bn1.weight', 'encoder.layer1.0.bn1.bias', 'encoder.layer1.0.conv2.weight', 'encoder.layer1.0.bn2.weight', 'encoder.layer1.0.bn2.bias', 'encoder.layer1.1.conv1.weight']
[loss] ep 7 it 84 total=10.6108 mle=4.2802 pcon=6.3306 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 8 it 46 total=10.5552 mle=4.2355 pcon=6.3197 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 9 it 8 total=10.3337 mle=4.0256 pcon=6.3081 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 9 it 58 total=10.3088 mle=4.0127 pcon=6.2961 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 20 total=10.2414 mle=3.9579 pcon=6.2836 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 10 it 70 total=10.0600 mle=3.7894 pcon=6.2706 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 11 it 32 total=9.9670 mle=3.7102 pcon=6.2568 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 11 it 82 total=9.9920 mle=3.7491 pcon=6.2429 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 12 it 44 total=9.7214 mle=3.4927 pcon=6.2287 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 6 total=9.7582 mle=3.5441 pcon=6.2141 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 13 it 56 total=9.6104 mle=3.4110 pcon=6.1994 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 18 total=9.4866 mle=3.3021 pcon=6.1845 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 14 it 68 total=9.5143 mle=3.3450 pcon=6.1693 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 15 it 30 total=9.5690 mle=3.4148 pcon=6.1542 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 15 it 80 total=9.3755 mle=3.2366 pcon=6.1389 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 16 it 42 total=9.3610 mle=3.2375 pcon=6.1235 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 17 it 4 total=9.2467 mle=3.1387 pcon=6.1081 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 17 it 54 total=9.2534 mle=3.1610 pcon=6.0923 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 18 it 16 total=9.1599 mle=3.0831 pcon=6.0768 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 18 it 66 total=9.1670 mle=3.1058 pcon=6.0612 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 19 it 28 total=9.0309 mle=2.9853 pcon=6.0457 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 19 it 78 total=9.1881 mle=3.1582 pcon=6.0300 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 20 it 40 total=8.9094 mle=2.8948 pcon=6.0146 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 21 it 2 total=8.8501 mle=2.8508 pcon=5.9993 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 21 it 52 total=8.8561 mle=2.8719 pcon=5.9842 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 22 it 14 total=8.8225 mle=2.8538 pcon=5.9687 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 22 it 64 total=8.8862 mle=2.9326 pcon=5.9535 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 23 it 26 total=8.6687 mle=2.7301 pcon=5.9386 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 23 it 76 total=8.7075 mle=2.7838 pcon=5.9236 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 24 it 38 total=8.7459 mle=2.8374 pcon=5.9085 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 25 it 0 total=8.5608 mle=2.6666 pcon=5.8942 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 25 it 50 total=8.6090 mle=2.7294 pcon=5.8797 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 26 it 12 total=8.5003 mle=2.6350 pcon=5.8652 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 26 it 62 total=8.6147 mle=2.7639 pcon=5.8508 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 27 it 24 total=8.4360 mle=2.5990 pcon=5.8370 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 27 it 74 total=8.3885 mle=2.5652 pcon=5.8233 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 28 it 36 total=8.5598 mle=2.7501 pcon=5.8097 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 28 it 86 total=8.4297 mle=2.6333 pcon=5.7964 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 29 it 48 total=8.3952 mle=2.6123 pcon=5.7829 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 30 it 10 total=8.4399 mle=2.6699 pcon=5.7700 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 30 it 60 total=8.2881 mle=2.5310 pcon=5.7571 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 31 it 22 total=8.1948 mle=2.4502 pcon=5.7446 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 31 it 72 total=8.2533 mle=2.5213 pcon=5.7320 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 32 it 34 total=8.2347 mle=2.5151 pcon=5.7196 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 32 it 84 total=8.1696 mle=2.4618 pcon=5.7078 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 33 it 46 total=8.2144 mle=2.5186 pcon=5.6958 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 34 it 8 total=8.0595 mle=2.3751 pcon=5.6844 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 34 it 58 total=8.1302 mle=2.4573 pcon=5.6729 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 35 it 20 total=8.0555 mle=2.3935 pcon=5.6620 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 35 it 70 total=8.0765 mle=2.4250 pcon=5.6515 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 36 it 32 total=8.0544 mle=2.4137 pcon=5.6408 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 36 it 82 total=7.9811 mle=2.3506 pcon=5.6304 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 37 it 44 total=7.9936 mle=2.3731 pcon=5.6206 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 38 it 6 total=7.9216 mle=2.3106 pcon=5.6110 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 38 it 56 total=7.9161 mle=2.3149 pcon=5.6012 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 39 it 18 total=7.8506 mle=2.2587 pcon=5.5918 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 39 it 68 total=7.9484 mle=2.3656 pcon=5.5828 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
  8%|▊         | 41/500 [20:02<4:28:58, 35.16s/it]  8%|▊         | 42/500 [20:38<4:29:28, 35.30s/it]  9%|▊         | 43/500 [21:15<4:31:55, 35.70s/it]  9%|▉         | 44/500 [21:50<4:30:57, 35.65s/it]  9%|▉         | 45/500 [22:26<4:30:07, 35.62s/it]  9%|▉         | 46/500 [23:02<4:30:51, 35.80s/it]  9%|▉         | 47/500 [23:37<4:29:25, 35.69s/it] 10%|▉         | 48/500 [24:13<4:28:05, 35.59s/it] 10%|▉         | 49/500 [24:49<4:28:28, 35.72s/it] 10%|█         | 50/500 [25:24<4:27:17, 35.64s/it] 10%|█         | 51/500 [26:00<4:26:40, 35.64s/it] 10%|█         | 52/500 [26:20<3:50:58, 30.93s/it] 11%|█         | 53/500 [26:40<3:26:02, 27.66s/it] 11%|█         | 54/500 [27:10<3:32:14, 28.55s/it] 11%|█         | 55/500 [27:46<3:47:21, 30.66s/it] 11%|█         | 56/500 [28:20<3:55:12, 31.78s/it] 11%|█▏        | 57/500 [28:56<4:03:48, 33.02s/it] 12%|█▏        | 58/500 [29:31<4:06:16, 33.43s/it] 12%|█▏        | 59/500 [30:07<4:11:07, 34.17s/it] 12%|█▏        | 60/500 [30:41<4:11:09, 34.25s/it] 12%|█▏        | 61/500 [31:17<4:13:56, 34.71s/it] 12%|█▏        | 62/500 [31:52<4:14:50, 34.91s/it] 13%|█▎        | 63/500 [32:27<4:13:34, 34.82s/it] 13%|█▎        | 64/500 [33:03<4:15:13, 35.12s/it] 13%|█▎        | 65/500 [33:38<4:14:20, 35.08s/it] 13%|█▎        | 66/500 [34:13<4:14:44, 35.22s/it] 13%|█▎        | 67/500 [34:49<4:14:55, 35.32s/it] 14%|█▎        | 68/500 [35:24<4:14:29, 35.35s/it] 14%|█▍        | 69/500 [36:00<4:14:21, 35.41s/it] 14%|█▍        | 70/500 [36:35<4:14:01, 35.45s/it] 14%|█▍        | 71/500 [37:10<4:13:08, 35.40s/it] 14%|█▍        | 72/500 [37:46<4:12:38, 35.42s/it] 15%|█▍        | 73/500 [38:22<4:13:26, 35.61s/it] 15%|█▍        | 74/500 [38:58<4:12:44, 35.60s/it] 15%|█▌        | 75/500 [39:33<4:11:17, 35.48s/it] 15%|█▌        | 76/500 [40:09<4:12:40, 35.76s/it] 15%|█▌        | 77/500 [40:44<4:11:01, 35.61s/it] 16%|█▌        | 78/500 [41:19<4:09:14, 35.44s/it] 16%|█▌        | 79/500 [41:56<4:10:29, 35.70s/it] 16%|█▌        | 80/500 [42:31<4:08:16, 35.47s/it][loss] ep 40 it 30 total=7.8819 mle=2.3080 pcon=5.5740 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 40 it 80 total=7.9148 mle=2.3493 pcon=5.5655 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 41 it 42 total=7.8397 mle=2.2831 pcon=5.5565 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 42 it 4 total=7.7708 mle=2.2225 pcon=5.5483 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 42 it 54 total=7.8116 mle=2.2716 pcon=5.5401 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 43 it 16 total=7.8062 mle=2.2744 pcon=5.5318 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 43 it 66 total=7.7551 mle=2.2316 pcon=5.5235 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 44 it 28 total=7.6705 mle=2.1549 pcon=5.5157 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 44 it 78 total=7.6289 mle=2.1206 pcon=5.5083 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 45 it 40 total=7.6502 mle=2.1492 pcon=5.5010 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 46 it 2 total=7.7550 mle=2.2610 pcon=5.4940 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 46 it 52 total=7.6365 mle=2.1500 pcon=5.4865 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 47 it 14 total=7.5993 mle=2.1196 pcon=5.4797 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 47 it 64 total=7.6656 mle=2.1928 pcon=5.4729 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 48 it 26 total=7.5422 mle=2.0762 pcon=5.4660 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 48 it 76 total=7.5569 mle=2.0974 pcon=5.4595 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
[loss] ep 49 it 38 total=7.5372 mle=2.0844 pcon=5.4528 forget=0.0000 nr=512 nf=0 centers=None P=None dmin_norm=NA
